Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Hsueh,625,Spain,Female,50,7,171817.4267,1,1,0,39048.65204,1
Nyhan,678,France,Male,40,2,145486.863,1,1,1,115513.3724,1
Sun,625,France,Male,41,4,80217.91824,1,0,0,6469.484765,1
Ubanwa,756,Spain,Male,55,3,130969.8285,1,0,0,119950.1092,1
Hill,819,Spain,Male,50,5,80468.18921,1,0,0,25107.97273,1
Uwaezuoke,612,Spain,Male,46,8,144087.7418,1,1,0,97328.27562,1
Davison,847,Spain,Male,61,1,146713.2876,1,1,0,70984.2303,1
Gibney,776,Germany,Female,65,5,76173.04063,1,1,0,36169.31135,1
Langlands,517,France,Female,44,5,182391.445,1,1,0,92842.2956,1
Hovell,751,Germany,Female,47,6,146477.9231,1,1,0,128916.1448,1
Rizzo,607,France,Male,50,3,3274.834462,1,0,0,21098.57675,1
Capon,555,France,Male,26,3,96876.53191,1,0,0,149776.0047,1
Helena,680,Spain,Male,54,7,140069.2738,1,0,0,138720.0028,1
Shih,570,Spain,Female,42,4,1528.65374,1,0,0,164471.7651,1
Udinesi,553,France,Male,30,6,133106.5066,1,1,1,180594.0155,1
Lueck,793,France,Male,39,6,129734.9661,1,0,0,59422.79908,1
Russell,687,Germany,Male,44,2,141924.5039,1,1,0,122445.5304,1
Fisk,591,Spain,Male,47,4,158695.4663,1,1,0,123836.8882,1
Feng,726,France,Female,22,7,132329.4141,1,1,0,107298.73,1
Corby,639,France,Male,40,5,104393.2086,1,0,0,140255.8902,1
Macleod,640,France,Female,45,5,98061.63315,1,0,0,26862.54389,1
Milne,739,France,Female,59,4,142047.5429,1,0,0,25988.81636,1
Piccio,587,France,Female,50,2,131226.0485,1,0,0,8955.952788,1
Moore,651,France,Female,36,5,102742.718,1,1,0,124771.1523,1
Parks,460,France,Female,26,2,144906.0031,1,0,0,163644.9086,1
Ch'in,563,Spain,Male,49,6,170349.3841,1,1,0,197816.8861,1
Graham,601,Germany,Male,45,6,96107.63439,1,1,0,7894.743122,1
Feng,597,Spain,Female,37,4,90879.36113,1,0,0,154752.3678,1
Enyinnaya,681,France,Male,35,6,106039.6583,1,1,0,39174.10635,1
Corrie,659,Germany,Female,41,1,141957.8165,1,1,0,25729.15194,1
Tuan,604,France,Male,55,4,112780.1761,1,1,0,162562.9626,1
Bruce,533,France,Male,39,6,114722.3365,1,0,0,105740.3946,1
Webb,839,Spain,Female,35,2,107287.0779,1,0,0,12562.23212,1
Preston,734,Germany,Female,39,4,132701.205,1,1,0,135357.0174,1
Jara,556,France,Female,47,7,129836.7495,1,1,0,46951.12571,1
Willmore,566,Germany,Male,59,7,104978.6074,1,0,0,168738.1918,1
Hou,668,Germany,Male,45,5,109645.4889,1,1,0,21592.13211,1
Houghton,613,France,Male,54,2,117708.4029,1,1,0,52286.3094,1
Munro,405,France,Male,47,8,131767.8682,1,1,0,175690.9021,1
Onyemere,592,Germany,Male,54,6,162924.3189,1,0,1,178998.9179,1
Carr,533,Germany,Male,48,2,132718.5532,1,1,0,121070.9162,1
Nwachinemelu,641,Germany,Male,39,7,63456.49856,1,1,0,61773.3528,1
Chien,498,Germany,Male,48,2,121551.4219,1,0,0,141128.4221,1
Vessels,613,France,Male,50,2,194311.921,1,0,0,48154.9834,1
Ting,597,France,Female,42,5,115532.2245,1,0,0,25387.52155,1
Rickard,571,France,Male,46,6,149733.9094,1,0,0,120946.1952,1
Buccho,648,Spain,Female,50,4,122696.106,1,0,0,72346.01613,1
Teng,704,Spain,Female,40,5,99190.75515,2,1,1,141238.9732,1
Kerr,644,Spain,Female,43,7,110509.6407,1,0,0,65554.11484,1
Watson,638,Germany,Female,39,2,111299.6977,1,1,1,174963.5921,1
Shoebridge,544,France,Male,46,6,183121.1055,1,0,0,147470.1162,1
Ferri,614,Germany,Male,55,3,69085.41083,1,1,0,113352.6719,1
Capon,682,Germany,Female,56,5,101111.1374,1,0,0,147020.6636,1
Ma,649,France,Female,37,4,111358.6407,1,0,1,64706.48586,1
Maclean,695,France,Female,48,7,106265.3668,1,1,0,19430.70278,1
Fowler,523,France,Female,30,3,177609.1074,1,1,0,85395.36863,1
McKay,640,Spain,Male,27,5,110161.3166,1,0,0,37786.58843,1
Carlson,476,Germany,Male,56,2,132291.724,1,1,0,82227.39251,1
Sergeyeva,660,Germany,Male,31,9,133554.2716,1,0,0,28094.41879,1
Sun,825,Germany,Male,43,2,28078.1958,1,1,0,29615.74031,1
Onwuatuegwu,555,Germany,Male,26,4,100629.5014,1,0,0,114773.7199,1
McIntosh,656,Germany,Male,43,2,101418.2648,1,1,0,114092.2738,1
Ibeamaka,654,France,Male,52,1,186657.3414,1,0,0,88928.85416,1
Chinweike,660,Germany,Male,57,3,150125.4597,1,0,0,97727.32108,1
Williamson,580,Germany,Female,40,7,101308.5655,1,0,0,116224.384,1
Tseng,713,Spain,Male,38,7,145485.4469,1,1,0,34082.62293,1
Walton,590,France,Male,41,7,152002.7187,1,1,0,87494.59261,1
Chien,643,Germany,Male,37,4,115368.3229,1,0,0,42421.45562,1
McIver,517,France,Male,55,8,88468.57213,1,0,0,39457.17925,1
Manfrin,701,France,Female,65,7,103657.9041,1,1,0,24286.59972,1
Kuznetsova,691,Germany,Female,47,7,106829.1307,1,0,0,185033.4848,1
Ifeanyichukwu,573,Spain,Female,42,1,137075.1618,1,1,0,185438.4622,1
Clarke,620,France,Male,34,5,136032.6289,1,1,0,123150.1161,1
Lo Duca,652,France,Male,39,7,61739.665,1,0,0,61493.90596,1
Ch'eng,617,France,Male,56,7,141416.5981,1,0,0,29166.29824,1
Barnes,714,France,Female,50,4,108309.9262,1,1,0,27343.22041,1
Tung,738,France,Male,33,6,145083.8691,1,0,0,58442.41107,1
Kennedy,468,Germany,Male,41,3,102893.2388,1,1,0,84622.55506,1
Yin,735,France,Male,44,1,108994.2378,1,1,0,38182.80097,1
Garcia,559,France,Male,56,1,114104.097,2,1,1,121015.6155,1
Crawford,626,France,Male,40,3,87851.21809,1,1,0,50012.86363,1
Dickson,711,France,Female,47,7,122827.8917,1,0,1,148627.0446,1
Fiorentino,713,France,Female,42,4,146596.1241,1,1,0,180676.4471,1
Simpkinson,506,France,Male,43,0,135354.6446,1,1,0,157829.2391,1
Singleton,733,France,Male,41,4,71669.25208,1,1,0,86240.24707,1
Hicks,546,France,Male,46,1,106681.1463,1,1,0,175976.1033,1
Robertson,671,Spain,Female,44,7,135604.2496,1,0,0,158433.6628,1
Bremer,659,France,Female,40,0,180796.0531,1,1,0,198269.8034,1
Bell,554,Spain,Female,40,8,192137.0006,1,1,0,111956.0695,1
Chiazagomekpele,622,France,Female,35,1,154153.5905,1,1,0,73174.36427,1
Tate,707,Germany,Male,31,6,125663.8841,2,0,0,97560.66437,1
Boone,644,France,Male,37,4,101477.9907,1,1,1,47673.93112,1
Trevisani,578,France,Female,56,4,121163.708,1,0,0,46087.0094,1
Norman,580,Germany,Female,41,3,127668.8229,1,1,0,91933.5306,1
Scott,669,France,Female,28,6,114971.426,1,0,0,32060.31172,1
Douglas,752,France,Female,30,5,148675.9548,1,0,0,72377.12775,1
Ham,610,France,Male,45,3,112997.8432,1,1,0,61850.35518,1
Jen,559,France,Male,50,1,118762.8569,1,1,0,145448.7317,1
Higgins,639,Spain,Female,38,5,107754.3939,1,0,0,107511.4892,1
Okwuadigbo,661,France,Male,42,1,95338.48689,1,0,0,29220.38401,1
Hung,618,France,Male,48,2,122096.0135,1,0,0,109850.5476,1
Lombardo,577,Spain,Male,47,3,104971.3774,1,0,0,145016.3639,1
Ferri,474,Germany,Male,35,3,132107.3937,1,0,0,18709.24366,1
Teng,556,Spain,Male,42,3,62970.30152,1,1,0,179181.7645,1
Maclean,592,France,Female,36,5,176244.1629,1,1,0,72386.96941,1
Hsueh,660,France,Female,54,3,154378.1629,1,1,0,79352.78143,1
Douglas,823,Germany,Male,38,7,149337.4984,1,0,0,90268.24531,1
Mazzanti,651,Germany,Female,36,2,142452.1469,1,1,0,176283.3275,1
Moss,654,Germany,Male,54,4,87523.08243,1,0,0,43589.14779,1
Hammer,594,Germany,Male,47,3,134557.9907,1,0,0,148006.7555,1
Martin,573,France,Male,35,1,122133.4845,1,0,0,113380.4668,1
Esposito,654,Spain,Male,44,6,161809.9766,1,0,0,64911.16979,1
Fuller,602,Germany,Male,60,5,158370.7985,1,0,0,164392.6283,1
Standish,598,France,Male,34,2,110195.4426,1,1,0,179783.3157,1
Lucchese,702,France,Male,50,7,172617.7935,1,1,0,93793.32297,1
Elkins,533,Germany,Female,44,1,112472.3801,1,0,1,197884.3604,1
Wan,635,Germany,Female,53,3,140989.9772,1,1,0,32662.05309,1
Tucker,725,France,Female,34,5,123518.623,1,0,0,90619.46859,1
Lombardi,605,France,Female,41,6,97552.76022,1,1,0,12461.26094,1
Moran,715,Germany,Female,28,1,134114.4133,1,0,0,60377.72229,1
Brenan,620,Germany,Male,44,9,125519.7241,1,0,0,59242.32164,1
Morrison,811,Spain,Female,26,4,128307.0595,1,1,0,58624.78233,1
Tsou,506,France,Female,54,5,205308.4813,1,0,0,160454.1292,1
Lorenzo,442,France,Male,54,2,92650.97885,1,0,0,163986.3607,1
Meng,513,France,Female,54,6,121042.0575,1,1,0,50214.04007,1
Dyer,707,Germany,Male,53,1,147395.8851,1,1,0,81151.6728,1
Kang,601,France,Male,48,3,116721.4031,1,0,1,109202.4748,1
Hudson,766,France,Male,44,4,128293.995,1,1,0,123959.332,1
Conti,838,Spain,Male,61,1,86087.18709,1,1,0,70740.59643,1
Carslaw,586,Germany,Male,32,6,88287.93195,1,1,0,69770.24832,1
Pirozzi,543,Germany,Male,48,2,148366.5807,1,1,0,136476.2635,1
Abernathy,701,Germany,Male,40,4,121056.7775,1,1,0,179370.8775,1
Y?,714,France,Male,51,3,83056.59964,2,1,0,86220.88823,1
Uchenna,644,France,Female,52,2,183374.6036,1,0,0,157553.2786,1
Ponomarev,679,France,Male,34,5,66178.65574,1,1,0,106785.204,1
Moore,585,Spain,Female,61,3,111557.7753,1,1,0,70092.91784,1
Fleming,631,Germany,Male,52,6,133455.1331,1,1,0,171709.2148,1
Thomson,653,France,Female,27,6,132329.6479,1,1,0,75770.74859,1
Zhdanova,656,Germany,Male,47,3,106979.3978,1,1,0,72063.65659,1
Chinwenma,637,Spain,Female,29,4,183450.72,1,0,0,75563.61593,1
Taylor,558,France,Male,50,7,126509.4795,1,1,0,197824.9912,1
Vinogradova,694,France,Male,55,4,156814.3824,1,0,0,124156.6212,1
Doherty,401,Germany,Female,46,2,136535.0279,1,1,0,139989.5149,1
Bell,661,Germany,Male,48,5,87807.79619,1,0,0,160908.8041,1
Hung,682,France,Male,40,7,126179.9577,1,0,0,146150.5079,1
Osinachi,814,France,Male,56,9,101765.1032,1,1,0,156380.7271,1
Korovin,687,Germany,Male,48,6,147254.779,1,0,1,157192.1366,1
Pai,547,Spain,Female,50,4,133259.5409,1,1,0,151268.1395,1
Henderson,720,Germany,Female,41,5,145234.8536,1,0,1,43984.20926,1
Lane,593,France,Female,50,1,113980.9482,1,0,0,8408.135554,1
Norman,670,Germany,Male,38,4,122021.0662,1,0,0,177496.9669,1
Hsia,695,Germany,Male,55,3,118589.7221,1,1,0,92642.85517,1
Ibragimova,664,Spain,Male,49,1,114447.2228,2,0,0,113247.7,1
Allan,604,France,Male,50,4,125512.1932,1,1,0,92228.32724,1
Bianchi,619,France,Female,49,2,121044.4259,1,0,0,31022.96425,1
Monds,726,Germany,Male,35,3,120613.1351,1,0,0,92421.38189,1
Jibunoh,551,France,Male,44,6,150848.1598,1,1,0,163111.152,1
Tan,660,Germany,Male,34,6,121145.4157,1,1,1,117977.7569,1
Maclean,681,Germany,Male,37,1,125716.4097,1,0,1,49228.6721,1
H?,697,Spain,Female,49,6,193240.4651,1,0,1,85924.38439,1
Chijindum,553,Spain,Male,41,2,42180.94485,1,0,0,109976.7508,1
Power,554,France,Male,50,4,79339.40068,1,1,1,61525.23897,1
Barry,656,Spain,Male,43,2,125617.7936,1,0,0,26256.96158,1
Colombo,542,France,Female,44,4,118099.5934,1,0,1,165776.6471,1
Kazakova,613,Germany,Male,37,1,153599.923,1,1,0,112611.9392,1
Ofodile,714,Germany,Male,47,6,96197.52189,1,0,0,118798.9723,1
Dawson,569,Spain,Male,41,2,137304.6362,1,1,0,13759.95987,1
Shih,809,France,Male,47,8,119851.8985,1,0,0,88039.16331,1
Chinomso,767,Germany,Male,27,5,146397.1919,1,1,0,177925.1589,1
Seleznyov,755,Germany,Male,52,3,105236.8297,1,1,1,153461.0695,1
Akhtar,712,Spain,Male,40,8,121141.3052,1,0,1,138941.1901,1
Fernando,732,Germany,Female,48,8,142865.7455,1,1,1,35595.60941,1
Macleod,574,Spain,Male,52,4,125300.2405,1,1,0,129174.484,1
Young,668,Spain,Male,28,4,65518.24202,1,0,0,142783.7665,1
McGuigan,741,France,Male,58,1,178483.3131,1,0,1,189978.6886,1
Chibueze,669,Germany,Male,36,5,105044.342,1,1,0,90281.72684,1
Carpenter,675,France,Male,31,4,167714.1319,1,1,0,123796.4598,1
Black,551,Germany,Male,43,5,130787.0089,1,1,1,62410.79146,1
Goddard,706,France,Female,40,5,120157.3344,1,0,0,27456.10413,1
Martin,720,Spain,Male,51,5,150035.2061,1,1,0,41396.97867,1
Hollis,690,Spain,Female,42,1,127098.5305,2,0,0,104342.3912,1
Gibson,549,Spain,Male,46,7,123996.3342,1,0,0,67568.98882,1
Kao,614,France,Male,40,6,102774.7362,1,1,0,51216.32649,1
Gentry,560,France,Male,39,9,139036.4272,1,1,0,23236.23778,1
Chienezie,687,France,Male,52,9,114452.4131,1,0,0,151231.5753,1
Bogle,659,Spain,Male,47,6,108129.7622,1,0,0,167134.3266,1
Graham,529,France,Male,44,4,117992.6188,1,0,0,192627.5145,1
Reeves,594,Germany,Female,35,1,101974.9326,1,1,0,183495.0682,1
McMillan,648,Germany,Female,54,0,106714.4323,1,0,0,18064.78367,1
Wiley,639,Germany,Male,41,2,106480.0031,1,0,0,130298.5958,1
Lambert,822,France,Male,48,5,128071.9646,1,1,0,66555.76347,1
Webb,549,France,Male,45,4,171079.0436,1,0,0,146302.1156,1
Harris,758,Germany,Male,54,3,147687.279,1,1,0,8982.303427,1
Farnsworth,704,France,Male,57,2,143863.2604,1,0,0,147911.4202,1
Hill,605,France,Male,54,6,147279.4855,1,1,0,138456.1248,1
Brigstocke,712,France,Male,48,8,203065.1454,1,0,0,174542.3277,1
Adams,795,France,Male,56,8,74498.31697,1,1,0,29644.84212,1
Tomlinson,733,France,Male,34,1,125704.3909,1,0,0,61539.7516,1
MacDonald,596,France,Female,60,6,132209.6196,1,1,1,114751.8331,1
Sung,480,Spain,Male,43,8,127717.2788,1,0,0,64660.91044,1
Arnold,638,Spain,Male,36,1,121415.1863,1,1,0,110860.5668,1
Hunter,643,France,Male,37,8,137636.0098,1,1,1,117723.9149,1
Dike,648,Spain,Male,55,8,73148.66311,1,1,0,98205.82253,1
Zetticci,615,Germany,Female,41,7,117776.5347,1,0,0,145591.7303,1
Cameron,713,Germany,Female,38,2,110182.5902,1,0,1,52385.43579,1
Craig,673,France,Male,42,2,116539.658,1,0,0,58026.31105,1
Yin,529,France,Male,48,0,212259.374,1,0,1,50782.48014,1
Le Gallienne,468,France,Male,49,6,138284.5232,1,0,0,100608.0318,1
Milanesi,667,Germany,Male,38,2,77227.66208,1,0,0,135114.8168,1
George,657,Spain,Male,34,5,147067.9092,1,1,0,14130.0832,1
Summerville,706,France,Male,42,6,140110.4315,2,1,0,107820.7454,1
Zikoranachukwudimma,735,France,Male,38,4,94896.29633,1,1,0,74680.46309,1
Dalrymple,624,France,Male,43,1,73326.13808,1,1,0,195861.6384,1
Cheng,570,Spain,Male,30,9,108573.702,1,1,0,96960.82633,1
Manna,755,Germany,Female,34,4,101083.7249,1,1,0,69040.24188,1
Docherty,736,Germany,Male,65,5,109386.0518,1,0,0,35343.60738,1
Martin,737,France,Male,54,5,71615.16209,1,1,0,180732.0873,1
Horton,727,Germany,Male,39,3,123251.4918,2,1,1,10538.84875,1
Tan,703,France,Male,27,6,136350.808,1,1,0,161656.667,1
Ndukaku,597,Germany,Male,38,6,69528.63604,1,1,0,58541.42223,1
Learmonth,792,France,Female,55,6,188883.6407,1,0,0,120817.8971,1
Kirby,825,Spain,Female,47,5,88009.70933,1,0,1,45826.74233,1
Hussey,677,France,Male,40,2,105442.0746,1,1,1,115526.3499,1
Ch'eng,730,France,Female,44,5,214856.4014,1,0,0,21953.25424,1
Greco,535,France,Male,38,5,105616.9813,1,0,1,136697.1836,1
Davide,592,France,Female,48,3,178871.7904,1,0,0,68187.27265,1
Boulger,598,France,Male,49,5,114550.9314,1,0,0,78615.46021,1
Greco,484,France,Male,34,0,134977.808,1,0,0,79143.13704,1
Dixon,639,Spain,Female,46,8,135114.6915,1,0,0,178504.1964,1
Tan,656,Spain,Male,44,5,128808.7802,1,1,1,109632.1779,1
Shih,791,Spain,Male,55,5,121386.001,1,0,0,121241.8901,1
Dellucci,660,Germany,Male,27,3,61849.07504,1,1,0,56838.76762,1
Maruff,652,Germany,Male,40,3,128598.6724,1,0,0,187310.4071,1
Sung,677,Germany,Female,55,5,117530.1816,1,1,0,176089.0536,1
Chin,634,France,Male,50,5,97328.73504,1,1,0,11820.09008,1
Chiemenam,730,Germany,Male,59,2,131834.2331,1,1,1,120878.1253,1
Trevisan,691,France,Male,51,3,131587.0586,1,1,0,166105.72,1
Galkin,809,Germany,Male,54,9,125918.1169,1,1,0,95829.76226,1
McGregor,472,Spain,Male,51,2,114865.0842,1,1,0,137458.1106,1
McIntyre,730,Spain,Male,58,5,125152.6702,1,0,0,87355.54595,1
Wall,669,Germany,Male,40,7,130482.2511,1,1,0,68410.06703,1
Lord,708,Spain,Female,38,7,136496.1864,1,0,0,118678.1835,1
Giordano,552,France,Male,37,5,110608.043,1,1,0,198672.22,1
Brown,706,France,Male,50,7,108112.6678,1,1,0,16931.64898,1
Nnabuife,591,Germany,Female,51,1,109290.9637,1,0,0,153048.4159,1
Pai,695,France,Female,46,4,121113.6333,1,1,0,145691.7806,1
Liu,768,Spain,Female,48,4,92376.42209,1,1,0,15686.22272,1
Mai,635,France,Male,43,5,146016.8728,1,1,0,63451.65852,1
Madukaego,458,France,Male,33,0,101610.7227,1,0,0,79669.27692,1
Ajuluchukwu,525,Spain,Male,54,7,95038.13042,2,1,0,73695.22682,1
Miller,745,Spain,Female,35,8,224597.2573,1,1,1,111021.285,1
Douglas,725,France,Male,44,1,137149.1603,1,1,0,138863.9308,1
Mishina,614,Spain,Male,44,9,133764.6593,1,1,0,107089.7613,1
Rahman,762,France,Female,48,4,122839.9186,1,0,0,26119.7496,1
Udinesi,698,Germany,Male,37,6,129204.8107,1,1,0,7765.948666,1
Trentino,720,Spain,Male,39,5,134027.5803,1,0,0,7306.165484,1
Hsueh,695,Germany,Female,29,4,121368.8445,1,0,0,128941.7606,1
Yost,521,France,Male,35,3,74808.2069,1,0,0,19504.62083,1
Milanesi,626,Spain,Male,41,9,108561.4028,1,0,0,95568.01834,1
Jamieson,661,Germany,Male,45,4,125251.2046,1,0,0,127472.8163,1
Browne,716,France,Male,58,3,127484.0414,1,1,0,78597.27664,1
Bledsoe,541,France,Male,51,4,101945.5392,1,1,0,168237.241,1
Walker,747,Spain,Male,37,7,134518.3448,1,0,0,127810.7254,1
Chukwujamuike,631,Germany,Female,54,2,87264.08471,1,0,0,33752.14004,1
Flannagan,812,France,Male,58,0,137186.4258,1,1,0,30557.23987,1
Parkinson,838,Germany,Female,39,8,186717.5144,1,0,0,198985.8592,1
Chen,745,Spain,Female,57,6,106335.9285,1,0,0,190621.8515,1
Endrizzi,633,Spain,Male,39,8,111327.9192,1,1,0,175709.7287,1
Watson,642,Germany,Male,36,4,104531.4418,1,1,0,121383.6226,1
Wall,629,France,Male,39,0,152662.5302,1,1,0,114287.3062,1
Stewart,763,France,Female,41,4,119102.5552,1,0,0,53356.73967,1
Webb,540,France,Female,55,6,122834.8971,1,1,0,92424.0377,1
Bold,651,France,Male,55,5,97663.84768,1,0,0,139585.0453,1
Johnson,741,France,Male,35,6,136412.0002,1,1,1,72088.28045,1
Ramsden,499,France,Female,53,3,108037.4275,1,0,0,150243.2081,1
Wallace,617,Germany,Female,27,5,101960.3556,2,0,0,195682.9684,1
Allnutt,696,Spain,Female,49,7,119931.4094,1,0,0,186769.3125,1
Trevisano,549,France,Male,57,5,136874.1097,1,0,0,109499.7022,1
Yobachukwu,718,Germany,Female,56,6,142472.5583,1,1,0,46093.09958,1
Parry,715,Spain,Male,46,6,106595.847,1,1,0,150703.6858,1
Lawrence,549,Spain,Male,58,3,134740.8274,1,0,1,117480.2263,1
Wei,607,France,Male,45,4,111066.2177,1,0,0,47558.64274,1
Iqbal,730,Spain,Male,38,2,122154.6084,1,1,0,122860.2284,1
Wu,718,Germany,Female,62,5,128600.7617,1,0,0,34917.01734,1
Kelechi,713,France,Male,39,9,3555.221218,1,0,0,43953.25886,1
Lombardi,673,France,Female,36,5,103078.5199,1,1,0,108320.0466,1
Kaeppel,540,Germany,Male,39,1,125921.1518,1,0,0,158949.29,1
Samsonova,526,France,Male,52,5,116491.3647,1,0,0,129213.3035,1
Chase,702,France,Female,35,8,154884.4717,1,0,0,180458.068,1
Rickards,739,Germany,Female,32,2,128846.9741,1,0,0,166039.4281,1
Yefremova,673,France,Male,57,6,141772.877,1,1,0,43529.71921,1
Lu,674,Germany,Male,56,8,91175.43746,1,0,0,190650.4362,1
Wallace,514,France,Male,49,4,90681.74886,1,1,0,84562.85955,1
Lucciano,525,Germany,Male,41,3,148201.4227,1,0,0,17917.50965,1
Tsai,641,Spain,Male,40,8,110859.1601,1,0,0,96057.02723,1
Clapp,667,Spain,Male,62,5,150983.5559,1,1,0,27809.30163,1
Ch'en,781,France,Male,49,7,97436.64431,1,0,0,176630.6452,1
Hs?,547,Germany,Female,59,6,113179.7898,1,0,1,176768.6233,1
Artemiev,740,Germany,Male,55,0,101818.0858,1,0,1,11771.18456,1
Ifeanyichukwu,378,Spain,Male,39,1,106420.7991,1,1,0,172642.114,1
Pai,650,Germany,Female,46,2,137560.3319,1,0,0,104286.4162,1
Hsia,696,France,Male,46,2,101992.9364,1,0,0,120201.3306,1
Greco,708,Germany,Male,40,3,110347.0559,1,0,0,28452.76207,1
Fan,568,Germany,Female,42,5,123946.3995,1,1,1,190453.5323,1
Korovin,700,Spain,Male,38,5,152941.3284,1,1,1,9071.843337,1
Ts'ao,613,Germany,Male,40,3,118884.2131,1,1,0,145936.2295,1
Adams,780,Spain,Male,50,9,130699.08,1,0,0,145905.536,1
He,688,France,Female,37,3,71100.47753,1,1,0,190734.1993,1
Hung,530,Spain,Female,50,7,152701.8401,1,1,0,125427.1643,1
Badgery,585,Spain,Male,61,7,105676.552,1,0,0,80523.37707,1
Degtyarev,805,Spain,Male,49,6,145114.7064,1,0,0,28754.1756,1
Byrne,682,France,Female,48,4,138421.6289,1,1,0,146037.7601,1
Ma,608,Germany,Male,38,4,126833.5362,1,1,0,76249.87642,1
Endrizzi,563,Germany,Male,56,3,163448.8638,1,1,0,121685.41,1
Alexander,786,Spain,Female,41,9,78518.2805,1,0,1,139891.9638,1
Eluemuno,617,Germany,Female,48,6,100430.136,1,0,0,96958.33878,1
Rubin,686,France,Male,43,1,103751.8759,1,1,0,69935.17113,1
Pugliesi,636,France,Male,43,2,143855.0721,1,1,0,22576.25154,1
Porter,644,Germany,Female,49,8,90036.39628,1,0,0,183873.835,1
McEwan,546,Germany,Male,60,1,96964.19887,1,0,0,24616.78845,1
Micco,758,France,Male,34,0,125461.2482,1,0,0,35367.34336,1
Kung,616,Germany,Female,45,3,159730.6284,1,1,1,29908.24595,1
Calabrese,743,France,Male,46,8,138647.8991,1,0,0,78261.81066,1
Li,704,Spain,Male,53,3,80944.79753,1,0,0,165842.5724,1
T'ien,715,Spain,Male,45,1,135096.2573,1,0,0,86582.84843,1
Hsia,617,Germany,Female,47,3,82001.16968,1,0,0,149231.4374,1
DeRose,674,Germany,Male,40,3,118197.847,1,1,0,129143.2107,1
Nkemdirim,587,Spain,Male,58,4,104900.0297,1,1,0,70273.8666,1
Cooper,693,Spain,Male,42,3,147860.6618,1,0,0,55023.84188,1
Tsao,653,Germany,Female,49,3,155783.3591,1,0,0,83205.80904,1
Simmons,636,Germany,Male,27,8,145867.918,1,1,0,136535.535,1
Chukwuebuka,685,France,Male,35,5,123355.2967,2,1,0,170718.2429,1
Chan,641,Germany,Male,44,3,107042.0363,1,0,1,143972.871,1
Chukwufumnanya,690,Spain,Female,29,8,145688.9048,1,0,0,198514.6406,1
Hu,827,Germany,Male,47,6,63817.82329,1,1,0,65453.29455,1
Gardner,677,Spain,Female,44,8,173997.2687,1,0,0,169819.3827,1
Vincent,602,France,Female,47,6,178944.4379,1,1,0,54500.83848,1
Evseev,767,France,Male,46,7,73449.48545,1,0,0,140097.3098,1
Hannam,631,France,Male,38,5,123167.4937,1,0,0,45309.39745,1
Rippey,766,Germany,Male,45,6,115830.8323,1,1,0,68603.96134,1
Fyodorova,670,Germany,Male,41,8,128470.5981,1,1,1,37475.92543,1
Kennedy,701,France,Female,43,3,97931.70027,1,1,0,90483.22696,1
Teng,633,Spain,Male,41,7,140479.4405,1,1,0,134928.403,1
Rose,649,France,Female,50,7,99477.63821,1,0,0,157310.7706,1
Rowland,661,France,Male,53,3,132561.6325,1,0,0,117609.7955,1
Rozhkova,608,France,Female,39,8,99730.28405,1,0,0,104684.1728,1
MacDonald,577,Germany,Female,45,0,146416.3183,1,0,0,124567.6294,1
Nielson,403,Spain,Female,47,8,61788.09052,1,1,0,175716.5893,1
Saad,595,France,Female,42,5,101206.184,1,0,0,187767.6253,1
Johnson,651,France,Male,38,8,140843.4873,2,0,0,193185.3546,1
Gray,617,France,Male,60,1,173431.0507,1,1,0,63026.43525,1
Yeh,848,Germany,Male,28,4,127065.4091,1,1,0,60733.8509,1
Aksenov,667,Spain,Female,40,8,123837.4267,1,1,1,156034.9502,1
Ts'ao,670,Spain,Female,46,6,97778.58815,1,1,1,113815.0556,1
Ikemefuna,730,Germany,Male,49,1,111424.4036,1,0,0,12293.56558,1
Yuan,573,Spain,Male,42,6,123120.5776,1,0,0,66163.85243,1
Rosas,379,Germany,Male,52,1,157235.0344,1,1,0,192390.9694,1
Martin,672,Germany,Female,56,3,168993.8285,1,1,0,82791.31827,1
Chang,708,Spain,Male,52,8,129230.5391,1,0,0,34969.78769,1
Grosse,623,Germany,Female,42,2,98397.69996,1,1,0,86161.05975,1
Forbes,587,France,Male,43,6,116075.3014,1,1,0,43659.33924,1
T'ien,648,France,Male,39,7,82979.22669,1,1,0,131335.2009,1
Panicucci,585,Spain,Female,47,1,115328.2157,1,1,0,32337.40322,1
Quinn,633,Germany,Male,48,3,124524.1075,1,1,0,190520.3873,1
Johnston,498,France,Male,40,1,137588.5072,1,1,0,120336.241,1
Volkova,828,Germany,Female,37,7,4243.300314,1,0,0,199309.1076,1
Wilson,629,France,Male,58,1,71362.44828,1,0,0,158529.7539,1
Blackburn,749,France,Male,49,0,127469.8618,1,1,0,186964.8937,1
Wan,514,France,Female,42,1,171997.8179,1,0,1,198540.0435,1
Eames,698,France,Female,43,3,86140.55375,1,1,0,5526.989603,1
Wallace,638,Germany,Male,34,2,135136.5267,1,1,1,55606.67919,1
St Clair,638,Germany,Male,40,8,114658.0291,2,0,0,92685.41606,1
Kenyon,736,France,Male,34,3,125646.2666,1,0,1,153358.3102,1
Lewis,583,France,Male,50,1,122965.999,1,0,0,23443.48812,1
Rearick,657,France,Male,37,9,100279.0655,1,0,0,188360.1735,1
